rank,account,entry_mode,entry_rsi,exit_rsi,take_profit_pct,stop_loss_pct,position_size_pct,max_hold_hours,round_trips,win_rate,avg_win_pct,avg_loss_pct,profit_factor,final_value,pnl,pnl_pct,max_drawdown_pct,fees_paid,tds_paid
447,acc_272,momentum,15,85,2,1.5,40,0,584,46.062,2.918,-2.36,0.965,5935.755,-4064.245,-40.642,41.172,785.898,3908.05
448,acc_382,momentum,30,64,15,1,20,168,629,32.432,2.908,-1.521,0.82,5902.797,-4097.203,-40.972,42.418,708.792,3526.444
449,acc_365,momentum,28,76,3,1,50,0,456,32.456,3.677,-1.82,0.876,5877.18,-4122.82,-41.228,41.642,721.371,3582.326
450,acc_279,momentum,18,60,15,5,60,336,406,54.187,1.624,-1.582,1.046,5851.859,-4148.141,-41.481,44.504,864.103,4298.947
451,acc_480,momentum,45,64,5,2,40,72,508,44.882,2.567,-2.073,0.899,5824.246,-4175.754,-41.758,43.308,743.801,3696.551
452,acc_447,momentum,36,85,3,1,60,720,373,29.491,3.895,-1.803,0.841,5795.481,-4204.519,-42.045,42.561,701.257,3479.777
453,acc_452,momentum,40,60,6,3,80,720,301,54.485,1.661,-1.761,1.028,5610.28,-4389.72,-43.897,45.31,905.046,4504.17
454,acc_477,momentum,45,60,6,5,50,72,516,56.008,1.538,-1.678,0.976,5591.163,-4408.837,-44.088,45.435,862.82,4293.04
455,acc_422,momentum,33,85,3,1,20,168,523,26.577,3.748,-1.848,0.667,5584.872,-4415.128,-44.151,44.474,604.266,3000.209
456,acc_411,momentum,33,72,2,1.5,30,168,618,44.013,2.677,-2.199,0.86,5555.689,-4444.311,-44.443,45.152,757.508,3766.551
457,acc_278,momentum,18,60,10,2,20,72,679,45.361,2.053,-1.76,0.854,5551.059,-4448.941,-44.489,46.092,781.373,3891.098
458,acc_252,momentum,15,60,5,3,80,168,298,56.376,1.716,-1.855,1.115,5516.668,-4483.332,-44.833,47.898,1009.812,5031.072
459,acc_331,momentum,25,64,8,1.5,30,72,616,39.935,2.519,-1.768,0.839,5483.163,-4516.837,-45.168,46.327,773.749,3849.492
460,acc_432,momentum,36,64,15,1.5,40,72,566,39.753,2.758,-1.841,0.886,5446.45,-4553.55,-45.535,46.486,806.611,4011.718
461,acc_427,momentum,36,60,6,3,30,168,665,51.579,1.709,-1.806,0.903,5436.87,-4563.13,-45.631,46.811,843.221,4199.533
462,acc_436,momentum,36,72,2,1.5,80,720,275,45.091,2.701,-2.236,0.844,5427.24,-4572.76,-45.728,46.239,762.635,3787.351
463,acc_351,momentum,28,60,3,3,60,720,489,55.419,1.782,-1.781,1.095,5408.969,-4591.031,-45.91,46.916,986.459,4915.125
464,acc_384,momentum,30,68,6,1,40,72,513,30.214,3.4,-1.712,0.749,5407.153,-4592.847,-45.928,47.344,719.114,3572.979
465,acc_308,momentum,22,68,3,1,80,336,324,37.654,2.98,-1.737,0.999,5385.071,-4614.929,-46.149,46.149,921.411,4586.254
466,acc_356,momentum,28,64,8,1.5,80,336,233,43.777,2.344,-1.784,0.762,5350.414,-4649.586,-46.496,48.663,737.46,3661.355
467,acc_328,momentum,25,60,10,3,40,0,584,50.171,1.71,-1.757,0.876,5334.055,-4665.945,-46.659,48.439,849.59,4228.69
468,acc_379,momentum,30,64,2,2,30,72,698,51.146,2.046,-2.082,0.932,5322.392,-4677.608,-46.776,47.474,866.289,4313.503
469,acc_255,momentum,15,64,4,1.5,60,336,481,44.699,2.487,-1.874,0.909,5275.035,-4724.965,-47.25,48.129,865.17,4303.95
470,acc_478,momentum,45,60,12,2,20,336,675,45.333,1.797,-1.723,0.768,5247.585,-4752.415,-47.524,48.0,778.371,3876.821
471,acc_468,momentum,40,80,2,1,80,720,304,36.842,2.713,-1.887,0.854,5217.55,-4782.45,-47.824,48.308,826.377,4108.348
472,acc_487,momentum,45,72,5,1,80,0,252,23.81,4.2,-1.833,0.758,5156.833,-4843.167,-48.432,48.997,727.129,3614.564
473,acc_386,momentum,30,72,2,1,50,720,548,39.599,2.654,-1.767,0.894,5154.605,-4845.395,-48.454,48.886,873.512,4347.23
474,acc_404,momentum,33,64,2,2,80,336,271,53.875,1.926,-2.305,0.823,5042.298,-4957.702,-49.577,52.316,821.071,4081.552
475,acc_443,momentum,36,80,2,1,30,168,667,37.181,2.835,-1.815,0.822,5024.119,-4975.881,-49.759,50.089,824.03,4102.014
476,acc_455,momentum,40,64,5,1.5,60,720,400,39.5,2.61,-1.915,0.751,5017.5,-4982.5,-49.825,51.605,774.478,3848.551
477,acc_283,momentum,18,68,3,1,30,72,663,33.032,2.843,-1.649,0.766,4872.219,-5127.781,-51.278,51.426,813.641,4049.544
478,acc_402,momentum,33,60,6,2,60,0,492,45.935,1.977,-1.688,0.879,4857.118,-5142.882,-51.429,52.778,929.166,4626.55
479,acc_405,momentum,33,64,5,1,50,0,550,34.545,2.725,-1.613,0.81,4767.965,-5232.035,-52.32,52.32,865.589,4307.439
480,acc_301,momentum,22,60,3,2,50,0,635,48.346,2.028,-1.682,0.969,4711.863,-5288.137,-52.881,53.428,1024.176,5104.927
481,acc_485,momentum,45,68,12,1,50,72,429,28.904,3.141,-1.757,0.615,4706.322,-5293.678,-52.937,53.553,704.924,3499.732
482,acc_306,momentum,22,64,8,1,50,720,564,32.801,2.993,-1.594,0.773,4656.268,-5343.732,-53.437,53.437,850.614,4232.457
483,acc_493,momentum,45,80,2,1.5,50,72,457,36.98,2.757,-2.325,0.662,4574.058,-5425.942,-54.259,54.634,722.376,3586.958
484,acc_354,momentum,28,64,2,1.5,50,720,646,46.904,2.119,-1.845,0.921,4554.177,-5445.823,-54.458,54.458,1009.22,5029.558
485,acc_303,momentum,22,60,10,2,60,336,503,46.322,1.885,-1.737,0.842,4545.312,-5454.688,-54.547,57.1,954.192,4752.467
486,acc_251,momentum,15,60,3,1.5,30,0,788,43.274,2.115,-1.591,0.878,4540.956,-5459.044,-54.59,55.223,978.06,4876.898
487,acc_483,momentum,45,68,4,1,30,168,598,26.756,3.383,-1.772,0.632,4370.965,-5629.035,-56.29,56.854,753.255,3745.688
488,acc_302,momentum,22,60,6,1,20,72,777,35.264,2.005,-1.409,0.683,4308.936,-5691.064,-56.911,57.319,874.146,4357.69
489,acc_253,momentum,15,60,10,1.5,40,720,650,40.923,1.947,-1.627,0.732,4297.45,-5702.55,-57.025,58.214,907.909,4523.546
490,acc_352,momentum,28,60,6,1.5,40,0,645,39.535,1.94,-1.541,0.712,4260.075,-5739.925,-57.399,58.079,900.601,4484.657
491,acc_276,momentum,18,60,3,1.5,80,168,362,45.304,1.913,-1.551,0.865,4229.563,-5770.437,-57.704,58.407,1030.204,5133.926
492,acc_407,momentum,33,64,15,1,60,720,485,31.546,2.739,-1.613,0.707,4110.307,-5889.693,-58.897,59.375,877.792,4368.647
493,acc_453,momentum,40,60,12,1.5,50,72,651,41.935,1.927,-1.561,0.774,3878.099,-6121.901,-61.219,61.25,1011.076,5040.403
494,acc_327,momentum,25,60,6,1,60,336,591,37.056,1.986,-1.311,0.79,3743.074,-6256.926,-62.569,63.144,1064.45,5307.492
495,acc_451,momentum,40,60,4,1.5,30,168,754,39.523,1.808,-1.667,0.637,3734.728,-6265.272,-62.653,62.999,908.297,4525.601
496,acc_476,momentum,45,60,4,1.5,80,720,331,40.483,1.855,-1.641,0.704,3634.482,-6365.518,-63.655,64.095,996.27,4963.311
497,acc_304,momentum,22,64,2,1,40,0,772,37.047,2.28,-1.616,0.74,3634.245,-6365.755,-63.658,63.95,997.678,4974.296
498,acc_403,momentum,33,60,12,1,30,72,793,33.922,2.053,-1.409,0.678,3584.563,-6415.437,-64.154,64.154,976.853,4870.166
499,acc_426,momentum,36,60,4,1,60,0,590,36.949,1.92,-1.393,0.706,3419.825,-6580.175,-65.802,66.299,1031.303,5140.512
500,acc_428,momentum,36,60,12,1,80,720,444,34.234,2.071,-1.369,0.744,3408.647,-6591.353,-65.914,66.415,1057.442,5270.708
